fragment,counter
N=C1:N:C(O):C2:[NH]:C:C:C:2:[NH]:1,1
[*]CC1:C:N:C2:[NH+]:C(N):N:C(O):C:2:N:1,1
C=CS(=O)(=O)O,1
OB(O)C1:C:C2:C:C:C:C:C:2:S:1,1
CN=N,1
[*]OP(=O)([O-])OP(=O)([O-])O[*],1
[*]CCC1:S:C([*]):N:C:1C,1
[*]C1N=C(O)C(C)=C1CC,1
[*]CC1=NC([*])C(C)=C1CCC(=O)O,1
CC(=O)[C@@H](C)O,1
COC(=O)C1=CCCN(C)C1,1
[*]C[C@H]1O[C@@H]([*])[C@H](O)[C@@H]1N,2
[*]C1NC(=N)N=C1O,1
[*]C1CCN=C(O)C2:[NH]:C:C:C:21,1
[*]C(=O)[C@H](CCCC)CN(O)C=O,2
OB1OCCO1,1
[*]SS(=O)(=O)O,1
[*]N1C=CC2:C:C(S(N)(=O)=O):S:C:2S1(=O)=O,1
[*]C(=O)C1:C:C:C:C(N):C:1,2
[*]N[C@@H](CC(C)C)C[C@H](O)[C@H](C[*])N[*],2
[*]C(CCCCC)CCCCC,1
[*]SC1:[NH]:N:N:C:1[*],2
[*]O[C@@]12[C@H](O)[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,1
CC(O)(CC(=O)O)CC(=O)O,1
[*]N(C)C=O,1
[*]NC(N[*])C(=O)[O-],1
C/C=C/C=O,1
OC[C@H]1O[C@H](O)C[C@@H](O)[C@H]1O,1
CC(C)[C@H](N)CO,1
[*]C1:C(C):C2:N3:C:1C=C1:C([*]):C(C):C4:N:1[Fe]31N3C(=C2)C(=O)C(C)(CC)C3=CC2:C(CC):C(C):C(:N:21)C=4,1
[*]N1:C:C:C(N):C:C:1=O,1
[*][C@]1(C)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O1,1
N[C@@H](CCC=O)C(=O)O,1
[*]OP(=O)(O)CP(=O)(O)O[P@](O)(=S)O[*],1
[*]CCCC/N=C(\O)[C@@H]1C[C@@H]2CC[C@@H]([*])C[C@@H]2N1[*],1
[*]C(=O)[C@H](/N=C(\O)[C@H](O)C[*])[C@H](C)CC,1
[*][C@H]1C(=O)OC2:C:C:C:C:C:2C1=O,1
[*]C[C@@H]1C(=O)OC2:C:C:C:C:C:2C1=O,1
[*][C@@H]1C(=O)OC2:C:C:C:C:C:2C1=O,1
[*]C[C@H]1C(=O)OC2:C:C:C:C:C:2C1=O,1
[*]C1:C:C:C(S(N)(=O)=O):C:C:1[N+](=O)[O-],1
[*]O[P@@](=O)(O)O[P@](=O)(O)NP(=O)(O)O,1
[*]O[V](=O)(=O)O,1
[*]C[C@@H]1O[C@H]([*])[C@@H](O)[C@H](O)[C@H]1O,1
C[C@H](O)[C@H](O)C1=NC2:C(O):N:C(=N):[NH]:C:2NC1,1
CN(C)C1=N[C@H]2[C@@H](O1)[C@H](CO)[C@@H](O)[C@@H]2O,1
[*]C(=O)C[C@H](CC[*])C(=O)O,1
[*]C1:S:C(NC):N:C:1C,1
[*]C(=O)C1:C(O):C:C:C2:C(C):C:C(OC):C:C:1:2,2
[*][C@H]1O[C@H](C)[C@H](O)[C@H](O)[C@H]1NC,1
[*]O[C@H]1O[C@H](C)[C@H](O)[C@H](O)[C@H]1NC,1
[*][C@H]1COC(=O)O1,1
[*]O[C@@H]1C=C2C#C[C@]3([*])O[C@@H]3C#C/C=C\2[C@H]1O[*],1
[*]O[C@@H]1C=C2C#C[C@]3([*])O[C@@H]3C#C/C=C\2[C@H]1[*],1
O=S(=O)([O-])C1:C:C:C2:C(S(=O)(=O)[O-]):C:C(S(=O)(=O)[O-]):C:C:2:C:1,1
[*]C[C@H](N)[C@@H](O)CCl,1
[*][C@H](CC#CCOC)C(=O)O,1
O=[N+]([O-])C1:C:C:C(O):C:C:1,1
[*][C@@H](CC(=O)O)C(=O)O,2
CCCC[C@@H](N)C(=O)O,1
[*][C@H](C)C(=O)CC,1
N[C@@H](CCS)C(=O)O,1
[*]C1:C(C):C2:N3:C:1C=C1:C(C):C([*]):C4:N:1[Co]31N3:C(:C([*]):C(C):C:3C=4)C=C3:C(C):C([*]):C(:N:31)=C2,1
[*]N[C@H](C)[C@@H](C[*])C(=O)OC,2
[*]C1:C:C:C:C(CN):C:1,7
NC1:N:C2:C(:C(=O):[NH]:1)N=C([C@H](O)[C@H](O)CO)CN2,1
[*]N[C@H]1[C@H](OC)O[C@H](CO)[C@@H](O)[C@@H]1O,1
[*]ONS(=O)(=O)CC[C@H](CC[*])/N=C(\O)[C@H](C[*])/N=C(\O)N1CCN(C)CC1,1
[*][C@@H]1CC(=O)C2:C:C:C:C:C:2O1,1
[*]N/C=C(/C#N)C1:N:N:[NH]:N:1,1
[*][C@H]1C[C@](C)([NH3+])[C@@H](O)[C@H](C)O1,1
[*]O[C@H]1C[C@](C)([NH3+])[C@@H](O)[C@H](C)O1,1
[*]CC(=[NH2+])O,1
[*]OC1:C:C:C:C(C(=N)N):C:1,4
[*]C1:[NH+]:C([*]):C(F):C(C):C:1F,1
[*]OC1:[NH+]:C([*]):C(F):C(C):C:1F,1
[*]OC1:[NH+]:C(O[*]):C(F):C(C):C:1F,1
CC1:C:C:C:C(C2=C(C3:C:C:C4:N:C:C:C:C:4:N:3)CNN2):N:1,1
[*]C1:C:C:C(O):C(F):C:1,3
[*]NC1:C:C2:C:C:C:N:C:2:C2:N:C:C:C:C:1:2,2
[*]N1:C:C(/C=C/Br):C(=O):[NH]:C:1=O,3
[*]C1:C:C:C:N:C:1O,1
F[Al-](F)(F)F,1
I[Hg]I,1
NC(=[NH2+])C1:C:C2:C:C:C:C:C:2:S:1,1
O[C@@H](CS)[C@@H](O)CS,1
OCC1:C:C:C(F):C:C:1F,1
[*]CC(O)O,1
[*]NC1:C:C:C2:N:C(C):C:C(N):C:2:C:1,1
[*]C1:C:C:C2:N:C(C):C:C(N):C:2:C:1,1
CC[C@@H](N)C(=O)O,1
O[As](O)O,2
[*][C@@H](C)/N=C(\O)[C@]1([S@](C)=O)[C@@H](C)C1(Cl)Cl,1
O=C1:O:C(Cl):C(Cl):C2:C:C:C:C:C:1:2,1
[*]CCC[C@@H](C(=O)O)N(O)CO,1
[*]C1:C2:[NH]:C(:C:1C)CC1:[NH]:C(:C(C):C:1[*])CC1:[NH]:C(:C(C):C:1[*])CC1:[NH]:C(:C([*]):C:1C)C2,1
BrC1:C(Br):C(Br):C2:N:[NH]:N:C:2:C:1Br,1
[*][C@@H](CCSC)C(=O)O,1
[*]C1:C:C(C=C(P(=O)(OCC)OCC)P(=O)(OCC)OCC):C:C([*]):C:1O,1
[*]OC1:C:C:C([C@@H]2C3:C:C:C(O):C:C:3CCN2[*]):C:C:1,1
[*][C@@H](O)CN=[N+]=[N-],1
C[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O,1
[*]C1:C:C:C:C2:C:C:C:C(S(=O)(=O)O):C:1:2,1
[*]NC1:C:C:C:C2:C:C:C:C(S(=O)(=O)O):C:1:2,1
[*]C1:C:C:N:C(CO):N:1,1
[*]N1CCN(S(=O)(=O)N(C)C)CC1,1
O=C1C=CC2:C1:C:C:C:C:2[N+](=O)[O-],1
[*]C1:C:C:C:C(C):N:1,6
[*]C1:N:N2:C(:C:1[*])CCC2,2
OC[C@H](O)[C@H](O)CO,1
[*][C@@]1([*])C[C@@H](O)[C@@H](O)C([*])O1,1
[*]C1OC([*])([*])C[C@@H](O)[C@H]1O,1
OC[C@H]1O[C@@H](O)[C@@H](F)[C@@H](O)[C@@H]1O,1
NCCCCCC[C@H](N)C(=O)O,1
CN[C@H](CC(C)C)C(=O)O,1
[*]OC[C@@H]1CS[C@@H]2[C@H](/N=C(\[O-])CCCC[C@H](/N=C(\O)CN)C(=O)O)C(=O)N2[C@@H]1[*],1
[*]CCNC(=N)N,1
[*]S[C@@H](CC(=O)O)C(=O)O,1
SCC1:C:C:C:N:C:1,1
[*]O[PH](=O)O[*],1
[*][C@H]1[C@@H](CO)O[C@H](O)[C@H](/N=C(/C)O)[C@H]1O,1
[*]C[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1
O=[Mo+6](O)O,1
[*]C[C@@H](O)[C@@H](O)/C(O)=N/O,1
[*]N1:C:N:C2:C:1NCN[C@H]2[NH3+],1
N[C@H](CC=O)C(=O)O,1
[*][C@@H]1CO1,3
CC1(C)[C@H]2CC[C@]1(C)CC2,1
N[C@@H]1CCC=NC1,1
[*]C(=O)CC[C@@H]1C2:N:C(:C:C3:[N-]:C(:C:C4:N:C(:C:C5:[N-]:C6:C(:C:5C)C(=O)[C@H](C(=O)OC)C:2:6)C(CC)=C4C=O):C(C=C):C:3C)[C@H]1C,1
CO[C@@H]1O[C@H](C=S)[C@H](O)[C@H](O)[C@H]1O,1
[*][N@+]1(C)CC[C@]23C4:C5:C:C:C(O):C:4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1
[*]C[C@@H](O)C(=O)O,2
[*]NS(=O)(=O)C1:C:C:C:C2:C(Cl):C:C:C:C:1:2,1
CO[C@@H]1[C@H](O)O[C@@H](C)[C@@H](O)[C@H]1O,1
[*]C[C@@H](O)[C@@H](O)[C@H](O)CCO,1
[*]C1:[NH]:C:C([*]):C:1[*],1
[*]CC1:[NH]:C(C):C([*]):C:1[*],1
[*]CC1:[NH]:C:C([*]):C:1[*],1
[*]C1:[NH]:C(C):C([*]):C:1[*],1
[*][C@@H]1NC(=O)[C@@H]2CCCN2C1=O,1
[*]C[C@@H]1NC(=O)[C@@H]2CCCN2C1=O,1
[*]C[C@H](/N=C(/O)CC[C@H](N)C(=O)O)/C(O)=N/CC(=O)O,1
[*]S[C@H]1C[C@H](O)O[C@@H]1[*],1
[*][C@@H]([*])C=O,1
[*]SC(=O)CC(=O)O,1
[*]C[C@H](/N=C(\O)CCC(=O)O)/C(O)=N/[C@@H](C[*])/C(O)=N/CCCCC,1
NC(=O)[C@@H](O)[C@H](N)C(=O)O,1
O=[N+]([O-])C1:C:C:C(O):C([N+](=O)[O-]):C:1,1
[*]OC1:C2:C:C3:C:C:1OC1:C:C:C(:C:C:1Cl)[C@@H](O)[C@@H](/N=C(\O)[C@@H](CC(C)C)NC)/C(O)=N\[C@@H]([*])/C(O)=N/[C@H]3/C(O)=N\[C@H]1/C(O)=N\[C@H](/C(O)=N\[C@H](C(=O)O)C3:C:C(O):C:C(O):C:3C3:C:C1:C:C:C:3O)[C@H](O)C1:C:C:C(:C(Cl):C:1)O2,1
[*][C@@H]1/N=C(/O)[C@H](/N=C(\O)[C@@H](CC(C)C)NC)[C@H](O)C2:C:C:C(:C(Cl):C:2)OC2:C:C3:C:C(:C:2[*])OC2:C:C:C(:C:C:2Cl)[C@@H](O)[C@@H]2/N=C(/O)[C@H](/N=C(/O)[C@@H]3/N=C/1O)C1:C:C:C(O):C(:C:1)C1:C(O):C:C(O):C:C:1[C@@H](C(=O)O)/N=C\2O,1
C1:C:C:C2:[NH]:C:C:C:2:C:1,1
CC1:C:C:C(O):C(N):C:1,1
O=[N+]([O-])C1:C:C:C2:[NH]:N:C:C:2:C:1,1
C[C@H](C(=O)O)[C@H](N)C(=O)O,1
[*][NH2+]CP(=O)(O)O,1
O=C1NCC(=O)N2CCC[C@@H]12,1
[*]SC1:N:C:C:[NH]:1,1
C/C(O)=N/[C@]1(C(=N)O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1
OC[C@H]1CNC[C@@H](O)[C@@H]1O,2
[*]N1:C:N:C2:C(=N):[NH]:C:C:C:2:1,1
[*][C@@H]1C[C@H](O)[C@@H](O)[C@H](O)O1,1
[*]NCC1:C:C:C(F):C(F):C:1F,1
[*]C[C@H]1O[C@](O)(C[*])[C@@H](O)[C@@H]1O,1
[*]NC1:N:C:C:C:C:1[*],5
CCC(=O)C(=O)O,1
[*][C@@H](C)C1:C:C:C:C(O):C:1,1
O=C(O)CCC(=O)CCC(=O)CCC(=O)O,1
[*][C@@H]1O[C@@H](P(=O)(O)O)C[C@H](O)[C@H]1/N=C(/C)O,1
O=C(O)CC(CC(=O)O)C(=O)O,1
[*]C1:C:C([*]):C(O):C(Br):C:1,1
[*]C1:C:C2:C:C(C(=N)N):C:C:C:2:[NH]:1,3
[*]N1:C:N:C:C:1N,1
[*]CCF,1
[*]N1:C:C([*]):C(=O):C2:C:C(F):C([*]):C(F):C:2:1,1
[*]C1(CN)CCCC1,1
[*]C(=O)[C@H]1O[C@@H]1/C(O)=N/[C@H](/C(O)=N/[C@H](C(=O)O)[C@@H](C)CC)[C@@H](C)O,1
CN1:C(=O):C:C:C2:C:C:C:C:C:2:1,1
[*][C@@]1(C)N=C(C2:N:C3:C:C:C:C:C:3:C:C:2[*])NC1=O,1
[*]C(N)C(=O)O,1
N[C@@H](CC/C=C/[B-](O)(O)O)C(=O)O,1
OC1:C:C:C:C:C:1Br,1
[*]O[C@H]1[C@H]([*])O[C@H](C[*])[C@H]1O,2
[*]NCC1:C:C:C(S(N)(=O)=O):C:C:1,1
[*]C(=O)C1:C:N:[NH]:C:1[*],2
[*]C1:C:C(Cl):C(O):C:C:1O,10
[*][C@@H]1CCOC1,3
[*]O[C@@H]1CCOC1,2
[*][C@H]([*])C(=O)O,1
[*]OC1:C:C([*]):C:C([*]):C:1F,1
[*]C1:C:C([*]):C(F):C([*]):C:1,1
[*]CC([*])(F)F,9
[*]NC1:N:C:C:C2:O:C([*]):N:C:1:2,1
[*]NC1:N:C:C:C2:O:C(C[*]):N:C:1:2,1
C=C(Br)CCO,1
[*]NCC1:C:C:C(C(=N)N):C:C:1,17
[*]C(=O)[C@H](CCC(=N)N)N[*],1
[*]C(=O)[C@H]([*])[C@H](C)CC,1
[*]NS(=O)(=O)C[*],5
O=C(O)CC(O)CC(=O)O,1
[*]N[C@H](C[*])C[*],4
[*][C@@H]1CCNC1=O,5
[*]O[C@@H]1[C@@H]([*])OC(O)[C@H](O)[C@H]1O,1
[*][C@@H]1O[C@@H]2CO[C@@]([*])(C)O[C@H]2[C@H](O)[C@@H]1O,1
[*][C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1[*],1
[*]O[C@@H]1O[C@@H]2CO[C@@]([*])(C)O[C@H]2[C@H](O)[C@@H]1O,1
[*][C@@]1(C)OC[C@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]2O1,1
[*]C1:C:C:C(Cl):C(O):C:1N,1
[*]C1:C:C:C([*]):C(Br):C:1,3
[*]CN(C1:C:C:C(C#N):C:C:1)N1:C:N:N:C:1,2
[*]N1:C:C(C=O):C(=N):N:C:1O,1
[*]N1:C:C(I):C2:C(N):N:C:N:C:2:1,2
NC1:C:C:C:C2:C:N:C:C:C:1:2,1
[*]NS(=O)(=O)CC,3
[*]OC1:C:C:C2:[NH]:C:C([*]):C:2:C:1,1
[*]C(=O)C1:C(Cl):C:C:C:C:1Cl,1
[*]C1:C:N2:C:C([*]):C:C:C:2:N:1,1
[*]C(=O)C1:C:C:C2:N:C([*]):C:N:2:C:1,1
[*]NC1:C:N2:C:C([*]):C:C:C:2:N:1,1
[*]NC1:C:N2:C:C(C([*])=O):C:C:C:2:N:1,1
[*]C1:C:C2:[NH]:C3:C:C:C(O):C:C:3:C:2:C2:C:1C(=O)NC2=O,1
[*][C@]1(C)NC2:N:C(N):[NH]:C(=O):C:2N=C1CO,1
[*]CC[C@]1(C)NC2:N:C(N):[NH]:C(=O):C:2N=C1CO,1
[*]C(=O)[C@@H]1C[C@H]([*])CN1[*],1
[*]C(=O)[C@@H]1C[C@H](O[*])CN1[*],1
[*]C(=O)C1:C:C:O:C:1,2
[*]N[C@@H]1CCCC2:[NH]:C(=O):C:C:C:21,1
[*]N[C@H]1CCCC2:[NH]:C(=O):C:C:C:21,1
[*]NC1:C:C:N:C2:C:C:C:C:C:1:2,1
[*]CCCCCCCC[NH3+],1
[*]NC1:C2:C(:[NH+]:C3:C:C:C:C:C:1:3)CCCC2,1
[*]C1(N)CCCC1,1
[*]C(=O)OCC[*],3
[*]N[C@@H](C[*])[C@@H](O)C[*],2
[*]C1([*])NC=C([C@H]2C3:C:C:C:C:C:3[C@H]3NC(=O)O[C@H]32)C1=O,1
[*]C[C@@]1([*])NC=C([C@H]2C3:C:C:C:C:C:3[C@H]3NC(=O)O[C@H]32)C1=O,1
[*][C@@H](C[*])[C@@H](O)C[*],2
[*][C@H](O)C[C@@H](O)CC,1
[*]C1:C:C2:C(:C(O):C:1[*])C(=O)C1:C(O):C:C:C:C:1C2=O,1
[*]O[C@@H]1[C@@H](N)C[C@@H](N)[C@H](O)[C@H]1O,2
[*]O[C@H]1O[C@H](CO)[C@@H](N)[C@H](O)[C@H]1O,1
[*][C@H]1O[C@H](CO)[C@@H](N)[C@H](O)[C@H]1O,1
[*][C@@H]1[C@@H](N)C[C@@H](N)[C@H](O)[C@H]1O,2
[*][C@H]1O[C@H]2[C@H](C[C@H]1N)O[C@H]([*])[C@@H](NC)[C@H]2O,1
[*]O[C@H]1O[C@H]2C[C@@H](N)[C@@H]([*])O[C@@H]2[C@H](O)[C@@H]1NC,1
[*]O[C@H]1O[C@H]2[C@H](C[C@H]1N)O[C@H]([*])[C@@H](NC)[C@H]2O,1
[*]O[C@H]1O[C@H]2C[C@@H](N)[C@@H](O[*])O[C@@H]2[C@H](O)[C@@H]1NC,1
O=C1:C:C:N2:C(:N:1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12,1
[*]O[C@@H]1[C@@H](CO)[C@@H]2OC(N(C)C)=N[C@@H]2[C@H]1O,1
[*]N[C@H]1[C@H]([*])O[C@H](CO)[C@@H](O)[C@H]1O,1
[*][C@@H]1[C@@H](CO)[C@@H]2OC(N(C)C)=N[C@@H]2[C@H]1O,1
[*]O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1N[*],1
[*]O[C@H]1[C@@H](O)[C@@H](N[*])[C@H]([*])O[C@@H]1CO,1
[*]N[C@H]1[C@H]([*])O[C@H](CO)[C@@H]([*])[C@H]1O,1
[*]O[C@H]1[C@@H](O)[C@@H](N[*])[C@H](O[*])O[C@@H]1CO,1
[*]O[C@@H]1O[C@H](CO)[C@@H]([*])[C@@H](O)[C@H]1N[*],1
[*]C(=O)[C@@H]([*])COC,1
[*]O[C@H](CC[C@H](C)[C@H](O)[C@@H]([*])C)[C@H](C)[C@H](O[*])[C@H](C)/C=C/N(C)C=O,1
[*]O[C@@H]1C/C=C/C=C/C(=O)OC([*])C/C=C/[C@H](OC)C[C@H](C)C/C=C(\C)[C@@H](OC)CC[C@@H](C)[C@@H](O)[C@@H]1C,1
[*][C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C=O,2
[*]C(=O)[C@@H](C)C[C@H](C)[C@@H](Cl)CCl,1
[*]C1:C(O):C(OC):C(OC):[NH]:C:1=O,1
[*]CC1:C:C:C:C:C:1O,3
[*]NC1CCN(S(=O)(=O)N[*])CC1,1
[*]C(=O)[C@@H](N)CCC(N)=O,1
OCCCCCCBr,1
[*]C1:C:C(O):C([*]):C:C:1O,1
O=S(=O)(O)C1:C:C:C2:C:C(S(=O)(=O)O):C:C:C:2:C:1,1
[*]C1:C:C2:C:C(O):C:C:C:2:C:C:1O,1
[*]C(=O)C1:C:C:C:C:C:1Cl,1
[*]CCCCCCC(=O)O,3
[*]OC1:C(Cl):C:C(N[*]):C:C:1Cl,2
[*]OCCCCCCC(=O)O,1
[*]NC1:C:C(Cl):C([*]):C(Cl):C:1,3
[*]NC([*])=O,9
[*]OC1:C:C:C(N[*]):C(Cl):C:1,1
[*]NC1:C:C:C([*]):C:C:1Cl,2
[*]OC1:C:C:C(N[*]):C(C):C:1C,1
[*]NC1:C:C:C([*]):C(C):C:1C,1
[*]OC1:C:C:C([*]):C(C):C:1C,1
[*]C1:C:C:C([*]):C(C):C:1C,1
[*]OCCCCC(=O)O,2
[*]OC1:C:C:C:C(N[*]):C:1C,1
[*]NC1:C:C:C:C([*]):C:1C,1
[*]OC1:C:C:C:C([*]):C:1C,1
[*]C1:C:C:C:C([*]):C:1C,3
CC1=C(Br)C(=O)C(C(C)C)=C(Br)C1=O,1
[*]N[C@H](C)B(O)O,1
[*]C(=O)CC[C@H](N[*])C(=O)O,6
[*]C(=O)CC[C@H]([*])C(=O)O,2
[*]SC[C@H](N)CO,1
[*]C[C@H](N)CO,1
[*]SCCCN,1
[*]C(=O)C[C@@H](N)CC[*],1
[*]N1C=C[C@@](N)(O)NC1=O,1
[*]N[C@H]1C=C[C@H]([*])O[C@@H]1[*],1
[*][C@H]1SC[C@@H]2NC(=O)N[C@@H]21,1
[*]CCCCC[*],7
[*][C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,1
[*]O/C(O)=N/[C@@H](CC(C)C)/C(O)=N/[C@@H](CC(C)C)/C(O)=N/[C@@H](C[*])C(=O)CF,1
[*]CCCC=O,1
[*]C1:C(C):N:C(N):N:C:1N,1
O[C@H]1[C@H]2CC[C@](O)(N2)[C@@H](O)[C@@H]1O,1
[*]C/C(=N/OS(=O)(=O)O)S[*],1
[*][C@@H]1C[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1
[*]C(=O)CCCCCCCCCCCCCC[*],1
[*]C[C@H](N[*])[C@H](O)C[*],2
[*]OC[C@H](N[*])[C@H](O)C[*],2
[*][C@H](CC)CO,7
[*]C[C@H]1O[C@]([*])(O)[C@H](O)[C@@H]1O,1
[*]OCCCCC[*],6
O=C1:C:C:C2:C:C:C:C:C:2:O:1,1
[*]C1N=C([C@@H](N)CCCCN)N([*])C1=O,1
[*]C1C=CC(=O)C=C1,1
[*]CC1:N:C([*]):N([*]):C:1O,1
[*]C[C@@H]([*])N,2
[*]C1N=C(C(=N)CCC(=O)O)N([*])C1=O,1
[*]C1:C:C:C:C(Br):C:1,9
[*]NC1:C:C([*]):N:C2:N:C:[NH]:[N+]:1:2,1
[*]NC(=N)S[*],1
[*]S(=O)(=O)C1:C:C2:C:C(Cl):C:C:C:2:[NH]:1,3
[*]N1CCN([*])[C@H]([*])C1,1
[*]C(=O)C1:N:C:C([*]):C:N:1,2
[*]C1:C:C(I):C:C(I):C:1O,1
[*]O[C@@H]1[C@@H](CO)O[C@@H](O)[C@H](N[*])[C@H]1O,1
[*][C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,5
[*]N[C@@H]1[C@@H](O)[C@H]([*])[C@@H](CO)O[C@H]1O,1
[*]O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,5
[*]O[C@H]1[C@H]([*])O[C@H](CO)[C@H](O)[C@@H]1O,2
[*][C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1[*],2
[*]O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O[*],2
[*]O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1[*],2
[*]O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]1/N=C(/C)O,1
[*][C@H]1[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]1/N=C(/C)O,1
[*]CCCCCCCCC(=O)OC,1
[*]OCCCCCCCCC(=O)OC,1
[*]O[C@@H]1[C@@H](CO)O[C@@H](OC)[C@H](O)[C@H]1O,1
[*][C@@H]1[C@@H](CO)O[C@@H](OC)[C@H](O)[C@H]1O,1
[*]NCCCCCCN,1
[*]OC([*])([*])C1:C:C:C:C:C:1,1
[*]C([*])([*])C1:C:C:C:C:C:1,1
[*]OC[C@H]1O[C@@H]([*])C[C@@H]1F,1
[*]C1N=C([C@@H](N)CC(=O)O)N([*])C1=O,1
COP(O)(=S)OC,1
[*]OCCCO[*],11
[*]OC1:C:C:C2:C(:C:C:N:2[*]):C:1,2
[*]N1:C:C:C2:C:C([*]):C:C:C:2:1,3
[*]OC1:C:C:C2:C:C([*]):C:C:C:2:C:1[*],1
[*]OC1:C:C:C2:C:C(C([*])=O):C:C:C:2:C:1[*],1
[*]C1:C:C:C2:C([*]):C([*]):C:C:C:2:C:1,1
[*]C(=O)C1:C:C:C2:C([*]):C([*]):C:C:C:2:C:1,1
CC[C@@]1(O)C(=O)OCC2:C1:C:C1:N(:C:2=O)CC2:C:C3:C:C:C:C:C:3:N:C:21,1
[*]NC(C[*])C[*],1
C[C@]12CC[C@@H]3[C@H]4CCC(=O)C[C@@H]4CC[C@H]3[C@@H]1CCC2=O,1
[*][C@@H]1O[C@@]([*])(O)[C@H](F)[C@H](O)[C@H]1O,1
[*]SP(=O)(O)OP(=O)(O)O,2
O=C1OC(C2:C:C:C(O):C(Br):C:2)(C2:C:C:C(O):C(Br):C:2)C2:C:C:C:C3:C(Cl):C:C:C1:C:2:3,1
[*]N[C@@H](CCCCN=C(N)N)C(N)=O,1
[*]C(=O)[C@H]1CC[C@@H]([*])CC1,1
O=C1:C2:C:C:C:C:C:2:O:C2:C:C:C(S(=O)(=O)N=C3:[NH]:N:N:[NH]:3):C:C:1:2,1
O=C1CCCO1,1
[*]C(=O)[C@H](C[S@@](=O)O)N[*],1
[*]C(=O)[C@H](CSC)N[*],1
[*][C@](C)(O)CCCC(C)C,1
[*][C@H]1CC[C@H]2C3C(CC[C@]12C)[C@@]1(C)CC[C@H](O)CC1=C[C@@H]3O,1
[*]N1CCCNCC1,3
[*]S(=O)(=O)C1:C:C:C:C2:C(O):N:C:C:C:1:2,1
[*]C1([*])NC=C([C@@H]2C[C@H](CC(N)=O)C3:C:C:C:C:C:32)C1=O,1
[*]C[C@@]1([*])NC=C([C@@H]2C[C@H](CC(N)=O)C3:C:C:C:C:C:32)C1=O,1
[*]N1C(=O)[C@H]2[C@H]3CC[C@H](CC3)[C@H]2C1=O,1
[*]C1:C:C:C([N+](=O)[O-]):C2:C:C:C:C:C:1:2,1
[*]CC1:C:N2:C(:N:1)[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO,1
[*]CCC(=C)C,1
[*]NC1:C:C:C2:N:C:C([*]):N:2:N:1,4
[*]C1:N:C2:C3:C:C:C(F):C:C:3:C3:C(=O):[NH]:C:C:C:3:C:2:[NH]:1,1
[*]O[C@H]1[C@H]([*])O[C@H](CO)[C@H]1O[*],2
[*]O[C@H]1[C@H]([*])O[C@H](CO)[C@H]1[*],2
[*]O[C@@H]1[C@@H](CO)O[C@@H](O[*])[C@@H]1O[*],2
[*]O[C@@H]1O[C@H](CO)[C@@H]([*])[C@H]1O[*],2
[*]O[C@H]1[C@@H]([*])[C@H]([*])O[C@@H]1CO,2
[*]O[C@@H]1[C@@H](CO)O[C@@H](O[*])[C@@H]1[*],2
[*][C@@H]1O[C@H](CO)[C@@H]([*])[C@H]1[*],2
[*]O[C@@H]1O[C@H](CO)[C@@H]([*])[C@H]1[*],2
[*]CC1CCCNC1,1
[*]NCC1CCCNC1,1
[*]C1:N:C2:C(Br):C(Br):C(Br):C(Br):C:2:[NH]:1,1
CSC1:N:C2:C(Br):C(Br):C(Br):C(Br):C:2:[NH]:1,1
CN1CCN2:C1:N:C1:C(Br):C(Br):C(Br):C(Br):C:1:2,1
[*]NC1:C:C:C(Cl):C([*]):[N+]:1[O-],1
[*][C@@H](CS)C(=O)O,1
[*]C1:C:C:C:C(N=C(N)N):C:1,1
[*]CC1:C:N:C2:C:C:C:C:C:2:C:1,2
[*]C1:C:N:C2:C:C:C:C:C:2:C:1,5
[*]C[C@H]([*])/C(O)=N/C,1
[*]N1CCC(=O)N([*])[C@@H]([*])C1=O,1
[*]CN1C(=O)CCN([*])C(=O)[C@@H]1[*],1
